purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
3556,1446,1967,2024-04-30,4,130.56
7770,8345,1177,2024-05-15,6,88.68
8392,7757,413,2024-02-01,8,678.72
18234,2933,1436,2024-05-28,3,194.82
1503,138,1844,2024-06-08,4,222.92
12506,1593,1724,2024-03-25,7,692.16
11945,324,1556,2024-06-19,3,239.28
5299,7621,570,2024-03-20,1,79.67
11583,6715,1883,2024-06-13,8,428.32
11626,2132,517,2024-06-18,5,192.95
13887,1084,1818,2024-04-15,7,416.08
13968,2599,1409,2024-02-13,8,144.48
19710,6388,86,2024-05-01,8,371.6
6368,4105,386,2024-03-11,10,483.4
8894,7673,878,2024-02-22,1,74.44
17769,7238,608,2024-02-23,8,157.2
8873,7567,1728,2024-05-10,4,384.8
18322,4820,1423,2024-02-25,2,144.98
15490,2677,1084,2024-01-04,5,253.9
5656,6666,503,2024-05-24,6,465.42
3740,485,356,2024-03-03,6,430.86
2633,3345,1528,2024-03-27,4,394.12
17330,810,1083,2024-03-24,10,862.7
10054,9677,779,2024-04-12,8,773.12
6377,9357,370,2024-05-25,8,720.32
3220,5417,208,2024-03-26,8,468.24
16617,9666,1638,2024-06-15,2,139.76
11448,6537,66,2024-01-25,7,457.03
6018,9650,719,2024-01-12,9,709.38
8288,9376,1652,2024-05-13,10,700.3
18753,9491,1999,2024-06-21,8,410.8
2446,4175,692,2024-03-21,3,274.14
13862,936,1777,2024-01-26,4,335.88
11520,6687,1692,2024-03-13,2,75.94
6391,2556,457,2024-02-25,2,66.12
12147,5823,352,2024-02-03,9,424.17
2571,8192,1992,2024-05-27,6,397.2
12424,9366,545,2024-04-25,6,493.14
2754,3976,451,2024-06-24,6,311.28
5495,8720,582,2024-06-10,1,52.36
12192,8892,144,2024-06-02,1,81.81
2738,8532,1879,2024-04-17,3,109.62
2916,2121,1603,2024-01-31,6,373.02
7215,7734,724,2024-03-11,10,154.4
19976,704,1510,2024-04-29,3,147.9
8857,4055,1405,2024-05-21,5,153.95
14969,9733,1294,2024-04-29,7,140.91
14996,6620,603,2024-03-07,3,234.42
11410,5630,349,2024-03-31,8,485.44
13532,9298,1015,2024-05-18,2,109.34
17370,5779,664,2024-01-12,7,114.87
16932,8627,842,2024-03-03,3,248.16
17497,3597,347,2024-02-02,4,86.4
1413,7161,947,2024-03-28,7,315.77
7906,9267,793,2024-04-06,2,148.32
18501,3965,1279,2024-01-18,6,335.46
18091,660,521,2024-03-01,2,71.88
4519,1723,1229,2024-05-23,6,205.92
1365,4559,503,2024-06-13,6,465.42
9476,8337,958,2024-02-26,3,275.13
5057,884,1618,2024-03-07,10,835.6
19454,6949,665,2024-05-02,2,166.9
12712,3344,752,2024-01-09,6,146.22
10519,1675,897,2024-06-10,9,619.92
11671,2454,536,2024-04-26,3,139.68
19021,6782,1085,2024-05-17,10,783.3
13515,2927,1977,2024-01-09,9,396.36
16034,2423,1015,2024-06-20,6,328.02
5103,4724,353,2024-03-27,6,304.2
8260,4705,316,2024-06-09,1,27.52
14174,8713,1200,2024-06-16,4,60.48
14114,2574,725,2024-01-19,4,43.36
19645,683,1706,2024-02-22,10,199.3
972,446,1141,2024-05-14,3,34.41
18107,335,207,2024-03-15,5,298.0
1960,4789,958,2024-03-17,2,183.42
14105,7186,1208,2024-05-03,2,21.86
3527,5160,1034,2024-01-19,1,39.33
4661,8998,252,2024-03-04,2,110.74
14453,5481,323,2024-06-22,7,413.7
4155,875,1330,2024-01-26,5,424.4
8501,9149,636,2024-03-04,4,264.44
6616,1094,555,2024-04-01,6,557.04
3057,6103,1972,2024-02-16,5,238.75
4141,977,1427,2024-01-02,7,81.41
15004,6879,203,2024-02-27,2,111.7
8757,1701,1330,2024-02-13,7,594.16
3647,6298,1271,2024-04-03,7,295.05
4743,9530,1893,2024-03-02,9,318.33
11577,1700,1772,2024-06-24,1,18.1
12853,7968,1577,2024-03-13,4,164.0
15822,1127,913,2024-04-24,10,425.5
4206,7611,844,2024-06-10,1,58.64
5209,1428,1016,2024-03-06,7,529.06
14291,2288,1089,2024-04-26,9,731.52
19533,331,1174,2024-06-17,9,205.29
7093,1351,1858,2024-04-04,9,131.76
4305,95,1587,2024-02-16,3,130.02
17115,413,71,2024-02-25,10,437.3
11159,3890,1102,2024-01-12,9,447.84
8044,7443,441,2024-06-23,5,482.45
5362,7331,472,2024-01-09,4,253.16
13930,3635,1572,2024-04-11,1,91.84
2955,2809,1670,2024-03-03,1,99.85
19436,2883,987,2024-01-11,2,164.92
7899,9643,967,2024-01-23,1,91.04
6239,3738,537,2024-06-03,5,270.9
7779,1610,1535,2024-02-13,9,430.29
5281,2862,1804,2024-03-19,1,92.03
11266,21,514,2024-05-25,9,334.26
12851,548,1736,2024-05-28,5,324.8
17261,3901,1626,2024-03-10,5,496.25
12165,3485,1898,2024-06-06,6,259.98
15536,1057,1140,2024-02-17,2,48.82
15104,7808,1425,2024-01-07,7,469.07
15411,3522,1040,2024-05-20,8,722.32
1702,7014,1435,2024-01-19,8,392.32
12522,9212,1832,2024-01-11,5,291.2
18027,2790,1025,2024-04-12,3,133.98
3343,7288,35,2024-02-21,3,182.88
6415,4711,562,2024-01-14,5,91.65
5098,258,278,2024-01-28,6,365.28
3430,6163,1268,2024-04-10,1,73.36
7949,3824,457,2024-04-01,8,264.48
2335,4542,1312,2024-05-13,1,98.45
11837,7818,1982,2024-04-20,8,558.16
15206,9727,65,2024-06-17,7,497.35
17422,898,1824,2024-01-22,4,276.24
11612,1154,1163,2024-04-08,8,615.76
14421,3135,978,2024-02-28,2,148.24
5133,3478,802,2024-04-15,4,398.56
6627,7899,1577,2024-02-26,8,328.0
18290,162,1556,2024-05-26,4,319.04
18061,276,1646,2024-05-04,2,130.14
10755,7166,1964,2024-01-05,9,790.11
8158,3317,1677,2024-03-29,7,266.77
19595,7262,352,2024-04-03,4,188.52
17283,2769,1467,2024-06-02,2,155.5
2971,9673,1458,2024-06-19,4,251.92
4320,5120,1007,2024-05-15,6,96.36
11964,1519,1494,2024-05-06,4,170.0
18610,9622,1783,2024-04-17,9,124.38
9573,4191,1017,2024-04-08,9,856.8
9601,1176,1084,2024-01-21,4,203.12
1589,7338,784,2024-05-30,10,185.9
17957,286,1276,2024-01-03,10,716.3
4448,4154,1748,2024-04-17,10,707.0
6907,2589,629,2024-02-21,5,335.95
6422,9561,738,2024-05-31,10,574.9
10204,3769,1044,2024-02-01,5,198.8
15955,105,140,2024-02-21,5,237.8
19581,9790,70,2024-03-27,8,367.04
12931,3703,1352,2024-04-14,10,416.6
8677,7646,1417,2024-02-15,1,48.52
1336,4667,1436,2024-01-27,8,519.52
10621,8261,1471,2024-01-25,3,108.84
10491,7341,262,2024-05-02,3,112.74
5344,6288,2000,2024-06-05,10,265.3
13143,125,303,2024-02-02,5,182.95
17368,204,1416,2024-03-17,7,144.55
16182,9864,884,2024-02-26,2,155.4
13680,1375,1905,2024-01-12,7,215.04
145,3420,1972,2024-02-02,5,238.75
6251,6796,1007,2024-02-15,8,128.48
11982,9150,1257,2024-02-06,9,403.83
9359,1408,1489,2024-01-19,3,90.45
13243,7677,541,2024-03-29,9,541.98
3509,8269,1546,2024-03-30,4,116.72
6914,290,1804,2024-03-12,4,368.12
12129,516,1327,2024-02-27,6,515.58
19317,502,390,2024-03-05,10,487.9
5150,6793,997,2024-04-28,6,242.46
7440,7606,958,2024-05-07,8,733.68
12202,909,1720,2024-01-05,4,278.08
18163,1037,557,2024-01-26,9,122.67
9621,6728,738,2024-02-22,4,229.96
10142,4093,1621,2024-05-14,10,977.8
2456,9461,458,2024-03-31,8,536.72
4447,8735,1190,2024-05-09,3,133.65
19463,1718,1013,2024-02-08,5,402.4
14053,8716,194,2024-04-26,10,678.2
15474,5382,1869,2024-04-29,7,134.54
10889,2379,996,2024-06-08,10,397.4
9928,2907,332,2024-02-19,6,443.58
11381,33,1054,2024-05-24,3,261.72
18988,2132,779,2024-06-08,8,773.12
13544,9303,1883,2024-04-09,2,107.08
8774,9582,447,2024-05-28,2,21.6
15842,5373,224,2024-06-21,4,150.12
5185,5325,1945,2024-06-02,8,578.32
13299,1832,1916,2024-06-09,10,581.7
12418,7170,1954,2024-05-09,6,226.08
4982,2468,887,2024-06-01,1,95.21
17855,9784,1305,2024-01-06,4,280.8
8980,1889,1271,2024-05-14,5,210.75
17694,9048,1705,2024-01-25,5,342.85
6307,4250,1943,2024-01-26,3,102.48
7345,4081,318,2024-06-02,3,276.96
9099,7597,1061,2024-02-18,4,201.52
405,447,288,2024-01-17,6,446.04
19608,3038,1837,2024-01-25,10,929.2
4146,3937,396,2024-01-31,6,365.1
7896,7688,1839,2024-02-09,10,575.4
5784,9080,940,2024-02-20,1,61.01
8350,5727,1766,2024-06-11,6,503.34
825,6810,578,2024-03-13,2,46.88
7339,7412,601,2024-02-24,2,62.82
19431,5107,983,2024-06-05,7,683.55
3381,9314,1879,2024-01-23,9,328.86
6874,1836,686,2024-06-05,2,167.04
3183,8476,1019,2024-04-03,3,55.41
7007,8290,484,2024-02-02,8,245.52
3038,8131,256,2024-01-11,4,255.28
8729,7211,1477,2024-04-30,3,234.09
202,9453,601,2024-04-02,7,219.87
8890,6967,224,2024-03-25,7,262.71
3705,3356,965,2024-06-21,4,333.44
9244,483,485,2024-05-27,9,384.93
846,8267,621,2024-01-26,3,89.07
15533,7023,783,2024-04-13,7,309.96
10631,9765,1781,2024-01-18,7,427.14
11432,551,1597,2024-06-02,4,271.28
11441,6266,673,2024-03-20,6,564.84
19213,8993,1701,2024-05-30,8,495.28
4693,568,1239,2024-05-22,10,257.3
4979,9636,1060,2024-03-17,7,611.45
7807,3286,1764,2024-04-09,8,586.72
7303,4028,1725,2024-04-13,4,380.96
14874,1347,290,2024-05-13,4,273.52
17664,4590,162,2024-03-18,2,20.14
15278,2027,452,2024-01-07,9,334.98
6822,9420,984,2024-01-01,8,746.4
3848,348,297,2024-04-23,5,171.1
10112,8446,985,2024-03-19,2,63.06
4483,5842,1042,2024-02-14,2,166.52
89,9927,717,2024-01-04,4,293.72
16143,9409,1949,2024-01-27,9,607.86
10544,2948,1854,2024-05-24,10,711.3
5325,7251,275,2024-06-19,9,305.19
11238,7357,347,2024-05-26,2,43.2
6388,3074,1850,2024-04-30,8,230.88
9035,4884,1099,2024-04-07,4,77.24
3960,1456,930,2024-02-24,3,189.93
9661,7139,622,2024-03-09,2,179.06
19154,4695,1203,2024-01-28,2,97.5
5972,3795,1233,2024-05-08,1,96.23
4607,8947,854,2024-04-08,3,154.71
18536,6562,1784,2024-04-03,7,647.22
14949,4498,723,2024-03-30,9,436.05
12293,6774,69,2024-03-08,8,566.88
2391,3279,414,2024-04-27,9,852.57
18391,9116,297,2024-03-06,1,34.22
3514,8572,438,2024-05-01,2,174.74
17185,9823,424,2024-05-26,6,482.76
14922,4985,1431,2024-06-15,9,262.53
14194,9453,965,2024-01-15,3,250.08
10128,2393,1082,2024-01-06,2,98.66
15504,3642,270,2024-05-03,4,303.0
592,5160,208,2024-03-26,7,409.71
12372,3317,1331,2024-03-01,2,158.5
6118,3795,951,2024-02-17,10,954.5
6912,4488,561,2024-01-14,2,69.7
1208,577,1226,2024-02-20,3,101.37
19333,1183,1309,2024-06-13,5,221.8
18274,3250,1743,2024-03-17,7,206.57
11791,2372,808,2024-02-10,4,152.76
11545,218,1728,2024-01-14,10,962.0
444,499,873,2024-04-29,10,458.5
4394,4539,614,2024-03-06,5,317.9
6501,4858,355,2024-05-22,4,237.12
2192,7757,1765,2024-02-28,2,159.62
6896,6283,81,2024-06-19,4,54.96
7872,2184,1824,2024-01-20,1,69.06
10179,354,1298,2024-02-18,3,199.26
1200,839,939,2024-01-12,4,111.12
18425,7510,1892,2024-03-23,4,226.96
17661,4678,1517,2024-02-03,1,45.71
17602,8719,615,2024-04-06,10,413.6
1276,3345,856,2024-06-07,1,99.49
15578,3264,1847,2024-03-16,8,81.36
12347,3445,830,2024-03-02,4,307.52
567,7818,1666,2024-01-12,4,289.16
16198,8203,1384,2024-03-27,2,134.42
3325,1236,472,2024-04-29,9,569.61
10457,3845,793,2024-03-22,2,148.32
13074,5616,670,2024-05-08,7,684.6
7743,9299,1162,2024-06-04,6,306.6
10447,6260,1892,2024-01-21,2,113.48
9944,899,1211,2024-02-09,8,95.12
9867,6736,1496,2024-04-15,2,55.54
6138,6169,930,2024-05-30,7,443.17
11588,6666,1025,2024-01-26,9,401.94
17259,8865,1620,2024-02-08,8,429.68
17072,4456,1795,2024-06-24,7,309.89
9432,1803,1061,2024-01-04,9,453.42
9491,3044,1965,2024-06-19,10,654.8
663,133,1706,2024-06-15,3,59.79
18631,9387,1745,2024-04-14,8,165.84
5457,5104,600,2024-06-23,8,145.84
7161,9141,1108,2024-03-13,2,126.4
10979,8897,290,2024-02-14,5,341.9
16217,3568,1197,2024-02-08,4,281.96
13189,8717,1460,2024-03-05,4,60.04
3634,5015,547,2024-01-24,2,31.28
7428,189,1608,2024-01-23,5,203.95
16076,6527,779,2024-03-14,9,869.76
5647,3490,930,2024-02-08,1,63.31
17343,5311,1103,2024-04-07,5,60.35
13554,8461,1009,2024-01-03,7,264.46
16869,2630,1551,2024-04-23,10,261.6
1844,7015,201,2024-02-16,2,182.8
4848,4144,731,2024-04-15,1,89.44
15220,3674,987,2024-05-09,4,329.84
5320,2644,1410,2024-01-24,10,986.4
12466,2272,1480,2024-01-10,10,499.1
6433,3021,1161,2024-01-28,8,394.4
14800,8455,1670,2024-04-07,1,99.85
10618,2586,1500,2024-03-11,2,119.0
1579,465,466,2024-03-11,10,396.9
16911,6371,297,2024-02-15,6,205.32
19086,5413,14,2024-04-04,2,130.54
14081,9670,536,2024-03-13,1,46.56
2121,6260,16,2024-01-19,8,83.36
14537,2516,1598,2024-02-07,6,388.74
11301,4466,2000,2024-01-11,3,79.59
2440,4918,765,2024-03-14,5,145.0
6438,4145,1692,2024-03-02,4,151.88
6089,6360,1545,2024-06-03,7,366.38
11210,4439,1023,2024-03-20,8,672.64
2983,2574,282,2024-06-11,5,197.5
1137,7565,597,2024-02-22,9,556.38
6358,6545,1779,2024-06-24,6,81.78
7421,6552,1555,2024-03-13,3,229.65
1969,6679,1869,2024-04-16,7,134.54
5810,6838,1843,2024-06-18,10,269.0
15599,7049,1777,2024-06-11,4,335.88
16170,6285,796,2024-04-10,9,517.59
6292,4405,166,2024-03-04,8,501.28
10341,5505,837,2024-05-30,8,745.2
428,3294,1156,2024-05-08,1,78.23
2162,2748,369,2024-03-21,1,78.2
18282,4085,762,2024-04-06,5,401.4
3916,9905,276,2024-04-04,1,25.51
6464,9598,285,2024-05-25,9,439.02
2193,33,390,2024-02-15,4,195.16
17710,2406,540,2024-03-24,6,338.4
11309,1551,883,2024-03-28,8,228.88
2612,43,765,2024-02-14,5,145.0
9355,4219,1988,2024-01-12,6,508.86
16628,6868,1953,2024-05-07,5,326.25
16621,310,396,2024-02-18,10,608.5
16389,6213,854,2024-04-14,6,309.42
4344,4255,473,2024-06-09,4,48.12
6947,6983,936,2024-06-15,5,261.55
4642,5964,1715,2024-06-16,5,198.3
9408,6175,132,2024-01-13,8,259.2
14099,1189,1962,2024-02-23,10,777.9
18690,7969,1298,2024-06-04,10,664.2
19566,1889,187,2024-03-20,1,15.27
4258,9116,724,2024-01-29,6,92.64
8864,3413,1405,2024-01-17,1,30.79
4230,6348,174,2024-05-21,5,270.4
572,3904,1521,2024-04-14,10,663.7
10677,2542,1868,2024-01-20,10,619.2
13894,8002,1974,2024-04-20,9,759.78
3739,8372,1354,2024-06-15,6,301.92
1454,2315,1168,2024-04-06,5,182.4
8020,487,1328,2024-04-11,1,56.98
5770,1209,1953,2024-05-08,7,456.75
16533,572,70,2024-02-22,2,91.76
13775,3845,1755,2024-02-12,8,619.6
16224,9487,773,2024-01-06,8,676.24
13704,198,1447,2024-04-26,2,102.86
1949,3009,264,2024-01-26,1,34.22
18698,4769,1685,2024-03-13,1,91.83
3361,3686,1264,2024-01-06,6,527.88
3917,8306,264,2024-03-08,9,307.98
5634,6222,1441,2024-04-12,7,554.12
15683,5494,1321,2024-03-23,4,258.2
4075,4122,1587,2024-04-18,3,130.02
18773,8238,1282,2024-01-07,8,773.04
16433,8395,105,2024-03-12,5,276.35
19523,6324,904,2024-06-01,10,820.6
15190,1477,821,2024-01-01,8,636.8
14881,3141,985,2024-01-16,7,220.71
10530,7008,1405,2024-02-10,7,215.53
2257,7296,257,2024-01-14,7,624.4
12581,2502,447,2024-04-04,1,10.8
10800,4854,389,2024-01-16,6,599.22
7974,3981,719,2024-05-13,9,709.38
12866,8106,209,2024-02-26,5,497.3
6762,9403,1229,2024-05-05,7,240.24
16886,5886,1310,2024-05-22,4,393.4
8111,3488,1789,2024-02-25,7,659.12
11576,3901,1208,2024-05-29,7,76.51
19017,2755,1423,2024-04-14,3,217.47
14063,7534,710,2024-01-26,1,29.56
13871,4942,230,2024-03-14,9,332.46
2545,5425,918,2024-05-04,5,173.4
1316,860,1503,2024-04-08,7,148.12
6420,8192,223,2024-04-16,10,859.9
10144,10,1965,2024-01-22,3,196.44
12733,4876,1185,2024-04-07,8,650.08
10420,310,1822,2024-06-05,6,287.82
19125,7957,1687,2024-04-06,5,401.3
9622,4157,699,2024-05-02,1,22.07
10973,2868,472,2024-01-15,2,126.58
8493,7233,262,2024-03-01,2,75.16
9126,9353,1145,2024-05-16,10,131.0
7571,9378,1435,2024-03-30,5,245.2
9175,7455,406,2024-03-05,2,156.12
19757,301,1532,2024-03-13,10,872.2
11372,7045,410,2024-02-26,4,267.36
1835,9940,1736,2024-06-23,9,584.64
6234,4945,1789,2024-05-21,2,188.32
11072,5694,574,2024-01-28,3,56.25
3636,5666,1776,2024-04-29,5,244.3
12478,7275,1203,2024-01-11,9,438.75
2412,3659,268,2024-03-08,7,649.53
8213,5928,116,2024-05-10,10,787.2
1345,5022,1517,2024-02-02,10,457.1
17706,4266,1516,2024-02-01,9,455.22
6207,3982,813,2024-03-01,2,46.56
4714,5762,372,2024-06-23,8,377.52
16151,482,1755,2024-02-03,1,77.45
2348,4893,146,2024-05-11,4,254.12
6096,8917,473,2024-04-02,10,120.3
1050,9203,646,2024-03-07,2,160.8
3258,7612,1827,2024-03-23,5,247.9
9080,4647,566,2024-05-17,8,473.36
19736,9230,204,2024-03-28,6,485.34
4219,3478,76,2024-01-02,4,356.72
4749,7568,1319,2024-04-29,2,190.08
12682,6947,783,2024-04-06,4,177.12
787,9259,1336,2024-02-17,5,291.25
12980,9912,389,2024-04-18,8,798.96
3227,6546,1871,2024-06-17,9,339.21
11200,4885,1253,2024-05-21,9,300.78
18989,410,737,2024-01-10,3,239.52
5429,9908,1229,2024-05-25,4,137.28
17026,7727,761,2024-01-27,7,415.24
14626,3021,449,2024-05-29,8,267.92
2447,8440,454,2024-01-17,9,309.6
2959,8550,1846,2024-05-02,9,456.48
4918,2159,339,2024-03-11,3,190.71
18110,9120,26,2024-03-11,4,360.16
5291,260,629,2024-02-26,7,470.33
12559,2256,1410,2024-01-30,3,295.92
11832,6821,1850,2024-06-23,5,144.3
3734,5171,405,2024-03-03,1,41.07
11261,696,71,2024-02-18,9,393.57
13932,5841,472,2024-02-28,3,189.87
15566,3532,165,2024-05-28,10,747.2
19293,2568,1199,2024-01-22,1,73.97
9501,5053,959,2024-06-02,6,570.12
19336,7333,1144,2024-05-28,4,242.24
14620,5898,278,2024-01-24,1,60.88
5104,6855,428,2024-06-01,5,300.55
2882,7250,636,2024-01-03,9,594.99
3102,2372,129,2024-04-13,10,773.5
19319,8444,1760,2024-06-17,5,228.85
898,1267,1193,2024-02-28,2,196.98
9823,3027,1283,2024-05-18,5,397.05
5739,1344,1765,2024-06-06,9,718.29
19257,4145,846,2024-04-02,3,291.36
19527,37,368,2024-02-05,2,102.02
14022,7780,1017,2024-02-07,9,856.8
10515,9504,1300,2024-03-24,7,559.72
3140,6642,2000,2024-05-27,4,106.12
15942,5614,85,2024-01-28,5,373.8
5708,6878,637,2024-05-14,5,380.75
14240,6407,41,2024-05-15,4,242.28
12814,5411,1725,2024-05-13,7,666.68
17574,7889,1501,2024-03-11,10,418.5
2934,4327,1412,2024-02-16,9,557.46
16317,5520,1229,2024-01-24,4,137.28
3113,9804,323,2024-01-12,1,59.1
12112,4203,996,2024-01-14,9,357.66
5862,7558,190,2024-01-18,3,171.24
11854,5645,125,2024-04-22,9,373.95
6197,6358,117,2024-06-02,3,217.02
9550,4610,75,2024-02-18,7,643.86
8007,2749,423,2024-06-18,9,607.95
7344,8040,1915,2024-02-23,7,205.1
16950,8005,1389,2024-04-20,6,101.82
18471,1066,1742,2024-04-13,8,314.24
16461,5859,1949,2024-01-06,5,337.7
5480,5429,1034,2024-01-13,3,117.99
18784,7406,276,2024-01-25,3,76.53
16847,2057,663,2024-03-05,8,366.08
13465,982,1564,2024-02-29,9,542.16
17840,3170,355,2024-02-13,9,533.52
2655,9094,1111,2024-01-06,3,99.06
11151,9512,945,2024-04-22,9,571.86
12936,3273,1225,2024-01-20,2,120.0
8990,8519,1975,2024-01-13,2,117.24
1211,5934,414,2024-01-11,8,757.84
2697,3615,19,2024-06-01,4,44.6
4856,4000,536,2024-04-17,4,186.24
13264,6105,1764,2024-03-10,9,660.06
11089,9702,912,2024-06-11,3,282.57
3205,681,1417,2024-01-23,4,194.08
11392,5180,673,2024-04-28,5,470.7
2749,2383,1499,2024-04-30,7,202.09
16328,1044,1774,2024-03-21,10,437.4
19367,2359,1447,2024-03-15,1,51.43
17782,3334,649,2024-01-04,4,119.24
12015,6166,1961,2024-03-26,4,239.64
19621,2802,1588,2024-01-06,10,659.9
19126,9646,945,2024-01-15,9,571.86
16431,6347,1831,2024-02-28,3,117.75
11254,5263,1384,2024-01-15,10,672.1
8553,8973,1293,2024-06-22,8,134.72
4996,9967,230,2024-02-10,1,36.94
15458,2491,145,2024-05-15,4,279.84
5716,5842,1188,2024-05-04,5,359.85
15980,307,610,2024-01-22,5,72.7
19475,8347,1405,2024-06-23,9,277.11
8781,3766,1038,2024-03-14,1,47.87
1814,818,518,2024-05-30,6,513.96
17508,6751,480,2024-05-13,9,228.33
19941,8833,1498,2024-01-17,3,152.55
11139,6817,998,2024-06-01,1,25.32
5547,298,262,2024-03-11,7,263.06
11565,6784,477,2024-03-14,8,533.84
9592,5751,492,2024-05-21,5,142.05
16728,7274,568,2024-01-17,8,752.08
11529,6898,1193,2024-02-20,10,984.9
4436,4424,1048,2024-06-08,2,87.72
517,9555,891,2024-04-21,8,339.6
4801,105,423,2024-02-06,5,337.75
13263,1126,649,2024-01-23,2,59.62
3696,4777,1099,2024-01-27,3,57.93
13986,8268,282,2024-04-06,9,355.5
14953,414,276,2024-06-03,1,25.51
12818,5717,1903,2024-05-05,7,198.73
6980,8814,155,2024-02-23,2,48.56
12441,6318,1199,2024-03-15,10,739.7
12958,6838,1339,2024-05-26,5,212.8
4526,127,1732,2024-01-20,3,118.29
18801,4944,1898,2024-04-25,8,346.64
10575,3488,35,2024-05-01,3,182.88
1212,8796,1943,2024-03-06,5,170.8
11182,4394,383,2024-06-05,3,262.32
7070,5194,717,2024-01-23,2,146.86
14691,8719,540,2024-05-16,8,451.2
16750,783,545,2024-01-01,9,739.71
13786,2612,371,2024-01-11,7,489.23
18841,7830,1667,2024-05-05,7,483.84
15518,8950,415,2024-05-03,3,87.27
14650,4810,831,2024-03-06,8,140.24
208,8710,665,2024-06-22,1,83.45
3591,4097,339,2024-02-10,3,190.71
5456,4892,566,2024-06-12,6,355.02
1461,2889,197,2024-06-12,1,53.86
11140,2245,1903,2024-04-29,6,170.34
6328,911,1464,2024-03-15,4,371.36
14769,21,939,2024-04-23,4,111.12
7595,7062,1917,2024-01-09,4,146.24
11143,6939,1190,2024-04-17,6,267.3
12884,7780,458,2024-05-22,9,603.81
7533,3662,472,2024-02-11,7,443.03
4976,7385,1545,2024-05-30,5,261.7
7583,4893,1961,2024-02-12,2,119.82
2769,96,232,2024-03-11,2,180.46
5159,1820,978,2024-04-14,10,741.2
17770,8037,675,2024-05-03,5,84.6
16291,5679,1320,2024-05-10,3,204.87
1186,6229,86,2024-06-11,3,139.35
7804,5622,1971,2024-02-24,2,168.66
19061,2829,1739,2024-05-09,5,291.5
7994,3193,1792,2024-05-12,10,485.6
13459,8941,878,2024-06-16,4,297.76
15661,8859,884,2024-04-20,1,77.7
5984,7351,203,2024-01-05,7,390.95
10960,7079,1866,2024-06-06,4,149.04
6965,2429,339,2024-01-15,9,572.13
3101,3704,615,2024-01-29,10,413.6
5365,326,1312,2024-03-14,1,98.45
16905,8114,603,2024-06-22,7,546.98
5526,7141,882,2024-03-06,9,669.42
8027,3101,41,2024-04-12,5,302.85
19076,6131,2000,2024-04-23,6,159.18
16785,6116,1383,2024-04-17,7,315.7
11351,7587,1355,2024-04-11,3,224.22
15581,8688,1946,2024-02-16,4,46.24
329,9378,1412,2024-03-23,1,61.94
4945,8952,699,2024-06-11,7,154.49
17493,8438,563,2024-04-28,8,382.32
3704,1140,1289,2024-05-29,4,281.16
14033,4454,1576,2024-02-03,7,234.5
16413,8895,993,2024-03-12,6,147.42
18236,6994,492,2024-02-07,6,170.46
229,2143,1545,2024-02-17,8,418.72
16374,827,1251,2024-02-24,10,633.4
7877,1347,1556,2024-04-24,4,319.04
10667,2193,1404,2024-05-05,8,219.6
5492,2943,1002,2024-03-18,1,24.4
8127,320,121,2024-06-09,4,395.6
8406,4414,854,2024-05-11,10,515.7
9352,5340,1640,2024-05-24,4,62.36
15002,6625,1752,2024-06-07,10,381.5
16277,967,316,2024-02-04,6,165.12
1816,2688,1072,2024-01-21,4,286.4
1217,2446,824,2024-03-31,3,162.81
5064,5315,1223,2024-06-24,8,331.28
7562,9512,435,2024-05-11,10,524.4
7164,3637,1467,2024-05-15,5,388.75
2172,6769,1809,2024-06-21,2,35.86
16791,2103,1864,2024-03-31,4,188.96
12386,1329,779,2024-02-19,10,966.4
16165,6069,542,2024-01-01,8,350.08
15225,9411,103,2024-03-28,10,786.4
2005,5988,253,2024-06-22,8,462.24
1363,1821,1141,2024-04-16,10,114.7
16508,294,431,2024-03-14,6,483.72
12360,9059,729,2024-01-20,8,173.44
2174,3247,1117,2024-02-17,8,710.24
11789,9946,165,2024-02-20,6,448.32
8278,5318,56,2024-03-31,1,80.48
17903,3944,895,2024-06-03,6,133.32
1255,8240,445,2024-04-09,5,469.4
15454,1655,891,2024-06-05,3,127.35
15957,4354,1903,2024-03-19,6,170.34
19807,1583,207,2024-04-17,3,178.8
16340,6091,1264,2024-01-30,10,879.8
7200,5489,1692,2024-03-02,8,303.76
17426,2898,145,2024-05-07,3,209.88
834,7705,844,2024-03-28,3,175.92
2408,3252,563,2024-05-21,7,334.53
14087,5109,1715,2024-01-17,3,118.98
607,9059,278,2024-01-29,7,426.16
17561,2964,918,2024-01-29,9,312.12
19109,9197,1743,2024-02-10,1,29.51
18502,3499,823,2024-06-03,3,216.21
14558,2006,1813,2024-03-24,9,813.69
9421,9320,1798,2024-05-24,8,277.12
12606,3043,164,2024-03-19,2,91.4
4783,2231,930,2024-03-31,1,63.31
15414,3531,1310,2024-02-16,9,885.15
13298,1533,1526,2024-03-30,2,66.72
1631,7190,785,2024-03-10,10,133.4
4558,7418,1870,2024-01-14,8,766.96
12564,2924,1416,2024-01-20,4,82.6
9756,806,1118,2024-05-17,10,506.4
13494,696,614,2024-01-02,10,635.8
9700,545,459,2024-01-17,8,394.56
13983,9704,516,2024-04-13,8,682.96
4658,5719,265,2024-05-15,8,529.04
7475,7476,499,2024-01-25,9,166.41
1725,1603,1944,2024-03-06,5,225.05
11899,6636,1339,2024-04-30,5,212.8
3777,4030,678,2024-06-05,5,259.85
15851,9928,774,2024-04-25,1,30.08
